keys,en,mi,es,de,ru,ja,ar,hi
System font family. Default uses the project theme font.,System font family. Default uses the project theme font.,Whānau momotuhi pūnaha. Ko te momotuhi kaupapa te taunoa.,Familia de fuente del sistema. El valor predeterminado usa la fuente del tema.,System-Schriftfamilie. Standard ist die Theme-Schrift des Projekts.,Системное семейство шрифтов. По умолчанию — шрифт темы проекта.,システムフォントファミリ。既定はプロジェクトのテーマフォント。,عائلة خط النظام. الافتراضي يستخدم خط سمة المشروع.,सिस्टम फ़ॉन्ट परिवार। डिफ़ॉल्ट प्रोजेक्ट थीम फ़ॉन्ट है।
Target Layer,Target Layer,Paparanga ūnga,Capa destino,Zielebene,Целевой слой,ターゲットレイヤー,الطبقة المستهدفة,लक्ष्य परत
Target layer,Target layer,Paparanga ūnga,Capa destino,Zielebene,Целевой слой,ターゲットレイヤー,الطبقة المستهدفة,लक्ष्य परत
target layer,target layer,paparanga ūnga,capa destino,Zielebene,целевой слой,ターゲットレイヤー,الطبقة المستهدفة,लक्ष्य परत
Target Layer:,Target Layer:,Paparanga ūnga:,Capa destino:,Zielebene:,Целевой слой:,ターゲットレイヤー:,الطبقة المستهدفة:,लक्ष्य परत:
TARGET LAYERS,TARGET LAYERS,PAPARANGA ŪNGA,CAPAS DESTINO,ZIELEBENEN,ЦЕЛЕВЫЕ СЛОИ,ターゲットレイヤー,الطبقات المستهدفة,लक्ष्य परतें
target monitor unavailable,target monitor unavailable,kāore te mata ūnga i te wātea,monitor destino no disponible,Zielmonitor nicht verfügbar,целевой монитор недоступен,対象モニターが利用できません,الشاشة المستهدفة غير متاحة,लक्ष्य मॉनिटर उपलब्ध नहीं
TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP,TCP
TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).,TCP listen port (can match UDP).
Test,Test,Whakamātau,Probar,Test,Тест,テスト,اختبار,परीक्षण
Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:,Test all Cue Lights:
Test Pattern,Test Pattern,Tauira whakamātau,Patrón de prueba,Testbild,Тестовая таблица,テストパターン,نمط اختبار,टेस्ट पैटर्न
Test Pattern:,Test Pattern:,Tauira whakamātau:,Patrón de prueba:,Testbild:,Тестовая таблица:,テストパターン:,نمط اختبار:,टेस्ट पैटर्न:
Test Send,Test Send,Tuku whakamātau,Envío de prueba,Test senden,Тестовая отправка,テスト送信,إرسال تجريبي,टेस्ट भेजें
Test send,Test send,Tuku whakamātau,Envío de prueba,Test senden,Тестовая отправка,テスト送信,إرسال تجريبي,टेस्ट भेजें
text,text,kupu,texto,Text,текст,テキスト,نص,पाठ
Text,Text,Kupu,Texto,Text,Текст,テキスト,نص,पाठ
Text Defaults,Text Defaults,Taunoa kuputuhi,Predeterminados de texto,Text-Standards,Текст по умолчанию,テキストの既定値,إعدادات النص الافتراضية,टेक्स्ट डिफ़ॉल्ट
Text Overlay,Text Overlay,Paparunga kupu,Superposición de texto,Text-Overlay,Текстовый оверлей,テキストオーバーレイ,تراكب النص,टेक्स्ट ओवरले
Text overlay content and typography.,Text overlay content and typography.,Ihirangi paparunga kupu me te momotuhi.,Contenido y tipografía de la superposición de texto.,Text-Overlay-Inhalt und Typografie.,Содержимое и типографика текстового оверлея.,テキストオーバーレイの内容とタイポグラフィ。,محتوى تراكب النص والخطوط.,टेक्स्ट ओवरले सामग्री और टाइपोग्राफी।
"The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. ","The file format matches, but the app version differs. "
The number of times the audio loops then stops.,The number of times the audio loops then stops.,"Te maha o ngā koromeke oro, kātahi ka tū.",Cuántas veces se repite el audio y luego se detiene.,"Wie oft das Audio wiederholt wird, bevor es stoppt.","Сколько раз аудио зацикливается, затем останавливается.",音声が停止するまでのループ回数。,عدد مرات تكرار الصوت ثم يتوقف.,ऑडियो कितनी बार लूप होकर रुकता है।
The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.,The output from your cue arrives. Routing this will send your  audio output to the device you connect it to.
The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. ,The showfile format is newer than this version of Cue2 understands. 
The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. ,The showfile format is older than this version of Cue2. 
The Void,The Void,Te Kore,El vacío,Die Leere,Пустота,虚無,الفراغ,शून्य
Theme default,Theme default,Taunoa kaupapa,Predeterminado del tema,Theme-Standard,По умолчанию темы,テーマ既定,افتراضي السمة,थीम डिफ़ॉल्ट
This app:  {0},This app:  {0},Tēnei taupānga:  {0},Esta app:  {0},Diese App:  {0},Это приложение:  {0},このアプリ:  {0},هذا التطبيق:  {0},यह ऐप:  {0}
This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.,This build opens .c2 showfiles.
This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). ,This file has no version metadata (created before version tracking). 
